Id,HomeService,EncarDiagnosis,Manufacturer,Model,Badge,Transmission,FuelType,Mileage,Price,SellType,OfficeCityState,Model_Month,Vehicle_Age
41703996,EncarMeetgo,EncarDiagnosisP2,기아,스포티지 5세대 하이브리드,Others,오토,가솔린+전기,54440.0,3149.0,일반,경기,10,4
41680478,EncarMeetgo,EncarDiagnosisP2,기아,올 뉴 K7,Others,오토,디젤,96819.0,1399.0,일반,경기,5,10
41729290,EncarMeetgo,EncarDiagnosisP1,현대,더 뉴 팰리세이드,Others,오토,가솔린,24633.0,3000.0,일반,서울,6,4
41838360,EncarMeetgo,EncarDiagnosisP1,현대,아반떼 MD,M16 GDI 럭셔리,오토,가솔린,69192.0,530.0,일반,경기,12,15
41402358,EncarMeetgo,EncarDiagnosisP2,제네시스,G80,3.3 T-GDI AWD,오토,가솔린,68426.0,2699.0,일반,경기,2,9
41873128,EncarMeetgo,EncarDiagnosisP1,현대,아반떼 MD,M16 GDI 럭셔리,오토,가솔린,79178.0,480.0,일반,경기,4,14
41920539,EncarMeetgo,EncarDiagnosisP1,기아,Others,노블레스,오토,가솔린+전기,134117.0,1650.0,일반,경기,3,9
41594638,EncarMeetgo,EncarDiagnosisP1,기아,쏘렌토 4세대,가솔린 2.5T 2WD,오토,가솔린,55410.0,2610.0,일반,서울,6,4
41792374,EncarMeetgo,EncarDiagnosisP1,기아,카니발 4세대,9인승 노블레스,오토,디젤,50072.0,3100.0,일반,경기,3,4
41833276,EncarMeetgo,EncarDiagnosisP1,현대,팰리세이드,디젤 2.2 2WD,오토,디젤,102225.0,2750.0,일반,경기,5,4
41833274,EncarMeetgo,EncarDiagnosisP1,현대,싼타페 (MX5),가솔린 2.5T 4WD,오토,가솔린,30251.0,3000.0,일반,경기,4,2
41701846,EncarMeetgo,EncarDiagnosisP1,제네시스,GV80,2.5T 가솔린 AWD,오토,가솔린,39904.0,6810.0,일반,서울,4,2
