Id,HomeService,EncarDiagnosis,Manufacturer,Model,Badge,Transmission,FuelType,Year,Mileage,Price,SellType,OfficeCityState
41793703,EncarMeetgo,EncarDiagnosisP1,기아,카니발 4세대,9인승 노블레스,오토,디젤,202203.0,62381.0,3000.0,일반,경기
41987859,EncarMeetgo,EncarDiagnosisP2,기아,더 뉴 EV6,롱레인지 2WD,오토,전기,202503.0,8441.0,3980.0,일반,경기
42040619,,EncarDiagnosisP0,KG모빌리티(쌍용),티볼리 에어,1.5 A3 2WD,오토,가솔린,202010.0,11171.0,1630.0,일반,서울
41516884,EncarMeetgo,EncarDiagnosisP2,기아,쏘렌토 4세대,HEV 1.6 4WD,오토,가솔린+전기,202303.0,42380.0,4100.0,일반,경기
41518157,EncarMeetgo,EncarDiagnosisP2,현대,팰리세이드,가솔린 3.8 2WD,오토,가솔린,202203.0,64008.0,3440.0,일반,경기
41516178,EncarMeetgo,EncarDiagnosisP2,기아,카니발 4세대,가솔린 7인승 노블레스,오토,가솔린,202207.0,65253.0,3680.0,일반,경기
41987852,,EncarDiagnosisP2,기아,더 뉴 EV6,롱레인지 2WD,오토,전기,202503.0,8441.0,3980.0,일반,경기
42088776,,,현대,넥쏘,프리미엄,오토,수소,202009.0,109766.0,1360.0,일반,경기
41790677,,EncarDiagnosisP1,기아,카니발 4세대,9인승 노블레스,오토,디젤,202203.0,62381.0,3000.0,일반,경기
41515844,EncarMeetgo,EncarDiagnosisP1,기아,카니발 4세대,9인승 시그니처,오토,디젤,202102.0,110248.0,2890.0,일반,경기
41864115,EncarMeetgo,EncarDiagnosisP1,기아,더 뉴 카니발 4세대,가솔린 7인승 시그니처,오토,가솔린,202410.0,14762.0,4700.0,일반,서울
41972786,EncarMeetgo,EncarDiagnosisP1,현대,쏘나타 (DN8),2.0,오토,가솔린,202301.0,49278.0,1900.0,일반,서울
41833508,EncarMeetgo,EncarDiagnosisP1,현대,팰리세이드,가솔린 3.8 2WD,오토,가솔린,202204.0,74024.0,2550.0,일반,경기
41835348,EncarMeetgo,EncarDiagnosisP1,현대,더 뉴 그랜저 IG,2.5,오토,가솔린,202206.0,82541.0,2400.0,일반,경기
41834959,EncarMeetgo,EncarDiagnosisP1,기아,더 뉴 K9 2세대,3.3 T-GDI AWD,오토,가솔린,202206.0,94598.0,4180.0,일반,경기
41516883,,EncarDiagnosisP2,기아,쏘렌토 4세대,HEV 1.6 4WD,오토,가솔린+전기,202303.0,42380.0,4100.0,일반,경기
41518156,,EncarDiagnosisP2,현대,팰리세이드,가솔린 3.8 2WD,오토,가솔린,202203.0,64008.0,3440.0,일반,경기
41516177,,EncarDiagnosisP2,기아,카니발 4세대,가솔린 7인승 노블레스,오토,가솔린,202207.0,65253.0,3680.0,일반,경기
41831768,,EncarDiagnosisP1,현대,팰리세이드,가솔린 3.8 2WD,오토,가솔린,202204.0,74024.0,2550.0,일반,경기
41831760,,EncarDiagnosisP1,현대,더 뉴 그랜저 IG,2.5,오토,가솔린,202206.0,82541.0,2400.0,일반,경기
41515843,,EncarDiagnosisP1,기아,카니발 4세대,9인승 시그니처,오토,디젤,202102.0,110248.0,2890.0,일반,경기
41969395,,EncarDiagnosisP1,현대,쏘나타 (DN8),2.0,오토,가솔린,202301.0,49278.0,1900.0,일반,서울
41831761,,EncarDiagnosisP1,기아,더 뉴 K9 2세대,3.3 T-GDI AWD,오토,가솔린,202206.0,94598.0,4180.0,일반,경기
41860182,,EncarDiagnosisP1,기아,더 뉴 카니발 4세대,가솔린 7인승 시그니처,오토,가솔린,202410.0,14762.0,4700.0,일반,서울
