Id,HomeService,EncarDiagnosis,Manufacturer,Model,Badge,Transmission,FuelType,Mileage,Price,SellType,OfficeCityState,Model_Month,Vehicle_Age
41529132,EncarMeetgo,EncarDiagnosisP1,기아,스팅어 마이스터,3.3 GT 마스터즈 터보 패키지,오토,가솔린,77716.0,3400.0,일반,경기,2,5
41545244,EncarMeetgo,EncarDiagnosisP1,현대,더 뉴 싼타페,HEV 1.6 2WD,오토,가솔린+전기,35957.0,3110.0,일반,서울,3,3
41547325,EncarMeetgo,EncarDiagnosisP1,기아,셀토스,가솔린 1.6 터보 2WD,오토,가솔린,33817.0,2120.0,일반,서울,1,4
41546335,EncarMeetgo,EncarDiagnosisP1,기아,카니발 4세대,9인승 노블레스,오토,디젤,80712.0,3100.0,일반,서울,3,3
41544252,EncarMeetgo,EncarDiagnosisP1,기아,쏘렌토 4세대,HEV 1.6 2WD,오토,가솔린+전기,38072.0,2700.0,일반,서울,1,5
41836310,EncarMeetgo,EncarDiagnosisP1,현대,팰리세이드,가솔린 3.8 2WD,오토,가솔린,74591.0,2600.0,일반,경기,5,4
41881030,EncarMeetgo,EncarDiagnosisP1,기아,K8,3.5 가솔린 4WD,오토,가솔린,98549.0,2350.0,일반,경기,7,5
41881028,EncarMeetgo,EncarDiagnosisP1,현대,팰리세이드,가솔린 3.8 4WD,오토,가솔린,50540.0,2340.0,일반,경기,4,4
41545139,EncarMeetgo,EncarDiagnosisP1,기아,셀토스,가솔린 1.6 터보 2WD,오토,가솔린,45605.0,1950.0,일반,서울,1,4
41778461,EncarMeetgo,EncarDiagnosisP1,기아,카니발 4세대,Others,오토,가솔린,57852.0,2720.0,일반,서울,3,3
41728370,EncarMeetgo,EncarDiagnosisP1,현대,캐스퍼,인스퍼레이션,오토,가솔린,37680.0,1450.0,일반,경기,7,4
41718316,EncarMeetgo,EncarDiagnosisP2,르노코리아(삼성),Others,LE,오토,디젤,33505.0,800.0,일반,경기,12,10
41928850,EncarMeetgo,EncarDiagnosisP2,제네시스,G80,3.3 GDI AWD,오토,가솔린,105979.0,2150.0,일반,경기,11,9
41858980,EncarMeetgo,EncarDiagnosisP2,제네시스,GV80,3.5T 가솔린 AWD,오토,가솔린,40353.0,4650.0,일반,경기,5,6
41843935,EncarMeetgo,EncarDiagnosisP2,현대,그랜드 스타렉스,Others,오토,디젤,98718.0,1350.0,일반,경기,7,9
41526635,,EncarDiagnosisP1,기아,스팅어 마이스터,3.3 GT 마스터즈 터보 패키지,오토,가솔린,77716.0,3400.0,일반,경기,2,5
41874622,,EncarDiagnosisP1,현대,팰리세이드,가솔린 3.8 4WD,오토,가솔린,50540.0,2340.0,일반,경기,4,4
41831775,,EncarDiagnosisP1,현대,팰리세이드,가솔린 3.8 2WD,오토,가솔린,74591.0,2600.0,일반,경기,5,4
41874624,,EncarDiagnosisP1,기아,K8,3.5 가솔린 4WD,오토,가솔린,98549.0,2350.0,일반,경기,7,5
41728067,,EncarDiagnosisP1,현대,캐스퍼,인스퍼레이션,오토,가솔린,37680.0,1450.0,일반,경기,7,4
41773201,,EncarDiagnosisP1,기아,카니발 4세대,Others,오토,가솔린,57852.0,2720.0,일반,서울,3,3
41541452,,EncarDiagnosisP1,기아,셀토스,가솔린 1.6 터보 2WD,오토,가솔린,33817.0,2120.0,일반,서울,1,4
41541451,,EncarDiagnosisP1,기아,카니발 4세대,9인승 노블레스,오토,디젤,80712.0,3100.0,일반,서울,3,3
41541446,,EncarDiagnosisP1,현대,더 뉴 싼타페,HEV 1.6 2WD,오토,가솔린+전기,35957.0,3110.0,일반,서울,3,3
41541447,,EncarDiagnosisP1,기아,쏘렌토 4세대,HEV 1.6 2WD,오토,가솔린+전기,38072.0,2700.0,일반,서울,1,5
41541457,,EncarDiagnosisP1,기아,셀토스,가솔린 1.6 터보 2WD,오토,가솔린,45605.0,1950.0,일반,서울,1,4
42008254,EncarMeetgo,EncarDiagnosisP1,기아,더 뉴 카니발,9인승 럭셔리,오토,디젤,82701.0,1809.0,일반,경기,5,6
41777683,EncarMeetgo,EncarDiagnosisP1,기아,셀토스,가솔린 1.6 터보 2WD,오토,가솔린,41000.0,2240.0,일반,서울,6,4
41718198,,EncarDiagnosisP2,르노코리아(삼성),Others,LE,오토,디젤,33505.0,800.0,일반,경기,12,10
41803042,,,기아,Others,Others,오토,가솔린,99637.0,400.0,일반,경기,11,14
41944136,,,현대,그랜저 HG,Others,오토,가솔린,161900.0,520.0,일반,경기,4,12
41109038,,,현대,Others,Others,오토,디젤,169400.0,450.0,일반,경기,8,15
41858921,,EncarDiagnosisP2,제네시스,GV80,3.5T 가솔린 AWD,오토,가솔린,40353.0,4650.0,일반,경기,5,6
41843843,,EncarDiagnosisP2,현대,그랜드 스타렉스,Others,오토,디젤,98718.0,1350.0,일반,경기,7,9
41224279,,,현대,더 뉴 아반떼 AD,1.6,오토,가솔린,205400.0,920.0,일반,경기,9,8
41855820,,,KG모빌리티(쌍용),Others,Others,오토,디젤,97200.0,1120.0,일반,경기,10,10
41928791,,EncarDiagnosisP2,제네시스,G80,3.3 GDI AWD,오토,가솔린,105979.0,2150.0,일반,경기,11,9
41973342,EncarMeetgo,EncarDiagnosisP1,쉐보레(GM대우),Others,Others,오토,가솔린,19911.0,2150.0,일반,경기,3,2
41503524,EncarMeetgo,EncarDiagnosisP1,기아,쏘렌토 4세대,HEV 1.6 2WD,오토,가솔린+전기,86482.0,3210.0,일반,서울,1,3
41502155,EncarMeetgo,EncarDiagnosisP1,제네시스,G80 (RG3),가솔린 3.5 터보 AWD,오토,가솔린,51092.0,4000.0,일반,서울,1,4
41502247,EncarMeetgo,EncarDiagnosisP1,기아,쏘렌토 4세대,HEV 1.6 2WD,오토,가솔린+전기,115789.0,3460.0,일반,서울,3,4
41956784,,,쉐보레(GM대우),Others,Others,수동,LPG(일반인 구입),49200.0,690.0,일반,서울,2,7
41932633,,,기아,Others,Others,오토,가솔린,120260.0,430.0,일반,충북,10,12
42006948,,EncarDiagnosisP1,기아,더 뉴 카니발,9인승 럭셔리,오토,디젤,82701.0,1809.0,일반,경기,5,6
41773040,,EncarDiagnosisP1,기아,셀토스,가솔린 1.6 터보 2WD,오토,가솔린,41000.0,2240.0,일반,서울,6,4
