Id,HomeService,EncarDiagnosis,Manufacturer,Model,Badge,Transmission,FuelType,Year,Mileage,Price,SellType,OfficeCityState
41625813,EncarMeetgo,EncarDiagnosisP1,기아,쏘렌토 4세대,HEV 1.6 2WD,오토,가솔린+전기,202201.0,51295.0,3020.0,일반,서울
41622109,EncarMeetgo,EncarDiagnosisP1,기아,K5 3세대,1.6 터보,오토,가솔린,202203.0,45908.0,2360.0,일반,서울
41944481,EncarMeetgo,EncarDiagnosisP1,기아,K7 프리미어,2.5 GDI 노블레스,오토,가솔린,202003.0,147384.0,1710.0,일반,경기
40380420,EncarMeetgo,EncarDiagnosisP1,기아,더 뉴 카니발,9인승 럭셔리,오토,디젤,201911.0,61387.0,1560.0,일반,서울
41938581,EncarMeetgo,EncarDiagnosisP1,현대,캐스퍼,디 에센셜 라이트,오토,가솔린,202406.0,26283.0,1490.0,일반,경기
41510645,EncarMeetgo,EncarDiagnosisP1,기아,카니발 4세대,9인승 시그니처,오토,디젤,202201.0,74826.0,3099.0,일반,경기
41692731,EncarMeetgo,EncarDiagnosisP1,기아,쏘렌토 4세대,가솔린 2.5T 2WD,오토,가솔린,202203.0,82584.0,3050.0,일반,서울
41877102,EncarMeetgo,EncarDiagnosisP1,현대,아반떼 (CN7),1.6,오토,가솔린,202301.0,25485.0,1810.0,일반,경기
41644439,EncarMeetgo,EncarDiagnosisP1,기아,카니발 4세대,가솔린 7인승 시그니처,오토,가솔린,202302.0,108668.0,2590.0,일반,경기
41648416,EncarMeetgo,EncarDiagnosisP2,현대,그랜저 (GN7),3.5 가솔린 2WD,오토,가솔린,202304.0,55840.0,2780.0,일반,경기
41909557,EncarMeetgo,EncarDiagnosisP1,기아,K5 3세대,2.0,오토,가솔린,202306.0,14653.0,3011.0,일반,경기
41594479,,EncarDiagnosisP0,쉐보레(GM대우),더 뉴 트랙스,1.4 LT,오토,가솔린,201702.0,100162.0,649.0,일반,경기
40378586,,EncarDiagnosisP1,기아,더 뉴 카니발,9인승 럭셔리,오토,디젤,201911.0,61387.0,1560.0,일반,서울
41619233,,EncarDiagnosisP1,기아,쏘렌토 4세대,HEV 1.6 2WD,오토,가솔린+전기,202201.0,51295.0,3020.0,일반,서울
41717776,,,쉐보레(GM대우),뉴 라보,냉동탑차,수동,LPG(일반인 구입),201904.0,65000.0,710.0,일반,서울
41510125,,EncarDiagnosisP1,기아,카니발 4세대,9인승 시그니처,오토,디젤,202201.0,74826.0,3099.0,일반,경기
41933190,,EncarDiagnosisP1,기아,K7 프리미어,2.5 GDI 노블레스,오토,가솔린,202003.0,147384.0,1710.0,일반,경기
41935623,,EncarDiagnosisP1,현대,캐스퍼,디 에센셜 라이트,오토,가솔린,202406.0,26283.0,1490.0,일반,경기
41619241,,EncarDiagnosisP1,기아,K5 3세대,1.6 터보,오토,가솔린,202203.0,45908.0,2360.0,일반,서울
41959713,,,현대,아반떼 (CN7),1.6,오토,가솔린,202210.0,81453.0,1299.0,일반,경기
41938492,,EncarDiagnosisP0,기아,더 뉴 쏘렌토,디젤 2.2 2WD,오토,디젤,201904.0,103220.0,1760.0,일반,서울
41690348,,EncarDiagnosisP1,기아,쏘렌토 4세대,가솔린 2.5T 2WD,오토,가솔린,202203.0,82584.0,3050.0,일반,서울
41628821,,EncarDiagnosisP0,현대,싼타페 TM,디젤 2.2 4WD,오토,디젤,201907.0,39513.0,2490.0,일반,경기
41709109,,EncarDiagnosisP0,KG모빌리티(쌍용),티볼리,VX 2WD,오토,가솔린,201503.0,105034.0,740.0,일반,충북
41074053,,EncarDiagnosisP0,기아,올 뉴 모닝 (JA),럭셔리,오토,가솔린,201710.0,115976.0,780.0,일반,충북
41688805,,EncarDiagnosisP0,KG모빌리티(쌍용),티볼리,VX 2WD,오토,가솔린,201610.0,87922.0,890.0,일반,충북
41592161,,EncarDiagnosisP0,기아,올 뉴 K7,2.4 GDI 프레스티지,오토,가솔린,201607.0,110456.0,1120.0,일반,충북
41592316,,EncarDiagnosisP0,기아,K3,럭셔리,오토,가솔린,201504.0,125658.0,570.0,일반,충북
40864656,,EncarDiagnosisP0,KG모빌리티(쌍용),렉스턴 스포츠,디젤 2.2 4WD,오토,디젤,201901.0,64128.0,1680.0,일반,충북
41206241,,EncarDiagnosisP0,기아,올 뉴 카니발,9인승 프레스티지,오토,디젤,201702.0,113549.0,1280.0,일반,충북
40972448,,EncarDiagnosisP0,현대,그랜드 스타렉스,3인승 밴,오토,디젤,201507.0,107172.0,1080.0,일반,충북
40865012,,EncarDiagnosisP0,기아,레이,프레스티지,오토,가솔린,201509.0,80589.0,870.0,일반,충북
41899389,,EncarDiagnosisP0,현대,그랜저 IG,2.4 프리미엄,오토,가솔린,201902.0,106117.0,1680.0,일반,충북
41753787,,EncarDiagnosisP0,기아,셀토스,가솔린 1.6 터보 2WD,오토,가솔린,202009.0,51776.0,1780.0,일반,충북
41206076,,EncarDiagnosisP0,기아,레이,럭셔리,오토,가솔린,201508.0,108850.0,750.0,일반,충북
40972667,,EncarDiagnosisP0,기아,더 뉴 스포티지 R,디젤 2WD 트렌디,오토,디젤,201404.0,126008.0,850.0,일반,충북
39924306,,EncarDiagnosisP0,기아,더 뉴 K5,W 스페셜,오토,가솔린,201405.0,121798.0,660.0,일반,충북
41910520,,,기아,카니발 4세대,9인승 프레스티지,오토,디젤,202103.0,71768.0,2090.0,일반,경기
41867908,,EncarDiagnosisP1,현대,아반떼 (CN7),1.6,오토,가솔린,202301.0,25485.0,1810.0,일반,경기
41644438,,EncarDiagnosisP1,기아,카니발 4세대,가솔린 7인승 시그니처,오토,가솔린,202302.0,108668.0,2590.0,일반,경기
41648414,,EncarDiagnosisP2,현대,그랜저 (GN7),3.5 가솔린 2WD,오토,가솔린,202304.0,55840.0,2780.0,일반,경기
41900445,,EncarDiagnosisP1,기아,K5 3세대,2.0,오토,가솔린,202306.0,14653.0,3011.0,일반,경기
41792319,EncarMeetgo,EncarDiagnosisP1,기아,더 K9,3.3 T-GDI AWD,오토,가솔린,201812.0,91281.0,2490.0,일반,서울
41919532,EncarMeetgo,EncarDiagnosisP1,KG모빌리티(쌍용),코란도 스포츠,CX7 4WD,오토,디젤,201301.0,125964.0,520.0,일반,서울
41595103,EncarMeetgo,EncarDiagnosisP1,현대,팰리세이드,가솔린 3.8 4WD,오토,가솔린,202204.0,25958.0,3010.0,일반,서울
41594638,EncarMeetgo,EncarDiagnosisP1,기아,쏘렌토 4세대,가솔린 2.5T 2WD,오토,가솔린,202206.0,55410.0,2600.0,일반,서울
41552907,EncarMeetgo,EncarDiagnosisP1,기아,쏘렌토 4세대,가솔린 2.5T 2WD,오토,가솔린,202305.0,45630.0,3140.0,일반,서울
41554354,EncarMeetgo,EncarDiagnosisP1,현대,팰리세이드,가솔린 3.8 4WD,오토,가솔린,202201.0,84252.0,3470.0,일반,서울
41661692,EncarMeetgo,EncarDiagnosisP1,기아,카니발 4세대,7인승 시그니처,오토,디젤,202203.0,79063.0,3150.0,일반,경기
41695687,EncarMeetgo,EncarDiagnosisP1,현대,아반떼 (CN7),1.6,오토,가솔린,202202.0,38142.0,2050.0,일반,서울
41702121,EncarMeetgo,EncarDiagnosisP2,기아,스포티지 5세대 하이브리드,시그니처 그래비티 2WD,오토,가솔린+전기,202209.0,41930.0,2840.0,일반,경기
41639195,EncarMeetgo,EncarDiagnosisP1,기아,쏘렌토 4세대,가솔린 2.5T 2WD,오토,가솔린,202202.0,73017.0,2400.0,일반,서울
41691689,EncarMeetgo,EncarDiagnosisP1,기아,더 뉴 카니발,9인승 프레스티지,오토,디젤,202004.0,131794.0,1450.0,일반,서울
41791870,EncarMeetgo,EncarDiagnosisP1,기아,카니발 4세대,9인승 시그니처,오토,디젤,202203.0,129814.0,2570.0,일반,경기
41599481,EncarMeetgo,EncarDiagnosisP2,현대,코나,1.6 터보 2WD,오토,가솔린,201712.0,107743.0,1420.0,일반,경기
40890242,EncarMeetgo,EncarDiagnosisP1,기아,모하비 더 마스터,디젤 3.0 4WD 6인승,오토,디젤,202204.0,35271.0,4680.0,일반,경기
40891051,EncarMeetgo,EncarDiagnosisP1,기아,모하비 더 마스터,디젤 3.0 4WD 6인승,오토,디젤,202210.0,38115.0,5990.0,일반,경기
40893097,EncarMeetgo,EncarDiagnosisP1,현대,더 뉴 싼타페,디젤 2.2 2WD,오토,디젤,202111.0,68090.0,2890.0,일반,경기
40894913,EncarMeetgo,EncarDiagnosisP1,제네시스,GV80,3.0 디젤 AWD,오토,디젤,202204.0,80698.0,5190.0,일반,서울
40893986,EncarMeetgo,EncarDiagnosisP1,현대,아반떼 AD,1.6 터보 스포츠,오토,가솔린,201706.0,85359.0,1290.0,일반,경기
